,Organisation,Country,ISO Code,Vehicle_Name,Launch_date,Launch_Month,Launch_Year,Rocket_Status,Price,Mission_Status,Decade
254,ISRO,India,IND,PSLV-XL ,11-04-2018,Apr,2018,StatusActive,31,Success,2010
255,CASC,China,CHN,Long March 4C ,10-04-2018,Apr,2018,StatusActive,64.68,Success,2010
256,Arianespace,France,FRA,Ariane 5 ECA ,05-04-2018,Apr,2018,StatusActive,200,Success,2010
257,SpaceX,USA,USA,Falcon 9 Block 4 ,02-04-2018,Apr,2018,StatusRetired,62,Success,2010
258,CASC,China,CHN,Long March 4C ,31-03-2018,Mar,2018,StatusActive,64.68,Success,2010
259,SpaceX,USA,USA,Falcon 9 Block 4 ,30-03-2018,Mar,2018,StatusRetired,62,Success,2010
260,CASC,China,CHN,Long March 3B/YZ-1 ,29-03-2018,Mar,2018,StatusActive,29.75,Success,2010
261,Roscosmos,Russia,RUS,Soyuz 2.1v ,29-03-2018,Mar,2018,StatusActive,48.5,Success,2010
262,ISRO,India,IND,GSLV Mk II ,29-03-2018,Mar,2018,StatusActive,47,Success,2010
263,Roscosmos,Kazakhstan,KAZ,Soyuz FG ,21-03-2018,Mar,2018,StatusRetired,48.5,Success,2010
264,CASC,China,CHN,Long March 2D ,17-03-2018,Mar,2018,StatusActive,29.75,Success,2010
265,Arianespace,France,FRA,Soyuz ST-B/Fregat-MT ,09-03-2018,Mar,2018,StatusActive,200,Success,2010
266,SpaceX,USA,USA,Falcon 9 Block 4 ,06-03-2018,Mar,2018,StatusRetired,62,Success,2010
267,ULA,USA,USA,Atlas V 541 ,01-03-2018,Mar,2018,StatusActive,145,Success,2010
268,MHI,Japan,JPN,H-IIA 202 ,27-02-2018,Feb,2018,StatusActive,90,Success,2010
269,SpaceX,USA,USA,Falcon 9 Block 3 ,22-02-2018,Feb,2018,StatusRetired,62,Success,2010
270,Roscosmos,Kazakhstan,KAZ,Soyuz 2.1a ,13-02-2018,Feb,2018,StatusActive,48.5,Success,2010
271,CASC,China,CHN,Long March 3B/YZ-1 ,12-02-2018,Feb,2018,StatusActive,29.75,Success,2010
272,SpaceX,USA,USA,Falcon Heavy ,06-02-2018,Feb,2018,StatusActive,90,Success,2010
273,JAXA,Japan,JPN,SS-520 ,03-02-2018,Feb,2018,StatusActive,39,Success,2010
274,CASC,China,CHN,Long March 2D ,02-02-2018,Feb,2018,StatusActive,29.75,Success,2010
275,Roscosmos,Russia,RUS,Soyuz 2.1a/Fregat-M ,01-02-2018,Feb,2018,StatusActive,48.5,Success,2010
276,SpaceX,USA,USA,Falcon 9 Block 3 ,31-01-2018,Jan,2018,StatusRetired,62,Success,2010
277,Arianespace,France,FRA,Ariane 5 ECA ,25-01-2018,Jan,2018,StatusActive,200,Partial Failure,2010
278,CASC,China,CHN,Long March 2C ,25-01-2018,Jan,2018,StatusActive,30.8,Success,2010
279,Rocket Lab,New Zealand,NZL,Electron/Curie ,21-01-2018,Jan,2018,StatusActive,7.5,Success,2010
280,ULA,USA,USA,Atlas V 411 ,20-01-2018,Jan,2018,StatusActive,115,Success,2010
281,CASC,China,CHN,Long March 11 ,19-01-2018,Jan,2018,StatusActive,5.3,Success,2010
282,JAXA,Japan,JPN,Epsilon PBS ,17-01-2018,Jan,2018,StatusActive,39,Success,2010
283,CASC,China,CHN,Long March 2D ,13-01-2018,Jan,2018,StatusActive,29.75,Success,2010
284,ULA,USA,USA,"Delta IV Medium+ (5,2) ",12-01-2018,Jan,2018,StatusRetired,123,Success,2010
285,ISRO,India,IND,PSLV-XL ,12-01-2018,Jan,2018,StatusActive,31,Success,2010
286,CASC,China,CHN,Long March 3B/YZ-1 ,11-01-2018,Jan,2018,StatusActive,29.75,Success,2010
287,CASC,China,CHN,Long March 2D ,09-01-2018,Jan,2018,StatusActive,29.75,Success,2010
288,SpaceX,USA,USA,Falcon 9 Block 4 ,08-01-2018,Jan,2018,StatusRetired,62,Success,2010
289,Land Launch,Kazakhstan,KAZ,Zenit-3 SLBF ,26-12-2017,Dec,2017,StatusActive,62,Success,2010
290,CASC,China,CHN,Long March 2C ,25-12-2017,Dec,2017,StatusActive,30.8,Success,2010
291,CASC,China,CHN,Long March 2D ,23-12-2017,Dec,2017,StatusActive,29.75,Success,2010
292,SpaceX,USA,USA,Falcon 9 Block 3 ,23-12-2017,Dec,2017,StatusRetired,62,Success,2010
293,MHI,Japan,JPN,H-IIA 202 ,23-12-2017,Dec,2017,StatusActive,90,Success,2010
294,Roscosmos,Kazakhstan,KAZ,Soyuz FG ,17-12-2017,Dec,2017,StatusRetired,48.5,Success,2010
295,Blue Origin,USA,USA,New Shepard ,17-12-2017,Dec,2017,StatusActive,62,Success,2010
296,SpaceX,USA,USA,Falcon 9 Block 3 ,15-12-2017,Dec,2017,StatusRetired,62,Success,2010
297,Arianespace,France,FRA,Ariane 5 ES ,12-12-2017,Dec,2017,StatusRetired,200,Success,2010
298,CASC,China,CHN,Long March 3B/E ,10-12-2017,Dec,2017,StatusActive,29.15,Success,2010
299,CASC,China,CHN,Long March 2D ,03-12-2017,Dec,2017,StatusActive,29.75,Success,2010
300,VKS RF,Russia,RUS,Soyuz 2.1b ,02-12-2017,Dec,2017,StatusActive,35,Success,2010
301,Roscosmos,Russia,RUS,Soyuz 2.1b/Fregat-M ,28-11-2017,Nov,2017,StatusActive,48.5,Failure,2010
302,CASC,China,CHN,Long March 2C ,24-11-2017,Nov,2017,StatusActive,30.8,Success,2010
303,CASC,China,CHN,Long March 6 ,21-11-2017,Nov,2017,StatusActive,29.75,Success,2010
304,ULA,USA,USA,Delta II 7920-10C ,18-11-2017,Nov,2017,StatusRetired,123,Success,2010
305,CASC,China,CHN,Long March 4C ,14-11-2017,Nov,2017,StatusActive,64.68,Success,2010
306,Northrop,USA,USA,Antares 230 ,12-11-2017,Nov,2017,StatusRetired,85,Success,2010
307,Arianespace,France,FRA,Vega ,08-11-2017,Nov,2017,StatusActive,37,Success,2010
308,CASC,China,CHN,Long March 3B/YZ-1 ,05-11-2017,Nov,2017,StatusActive,29.75,Success,2010
309,Northrop,USA,USA,Minotaur C (Taurus) ,31-10-2017,Oct,2017,StatusActive,45,Success,2010
310,SpaceX,USA,USA,Falcon 9 Block 4 ,30-10-2017,Oct,2017,StatusRetired,62,Success,2010
311,ULA,USA,USA,Atlas V 421 ,15-10-2017,Oct,2017,StatusActive,123,Success,2010
312,Roscosmos,Kazakhstan,KAZ,Soyuz 2.1a ,14-10-2017,Oct,2017,StatusActive,48.5,Success,2010
313,Eurockot,Russia,RUS,Rokot/Briz KM ,13-10-2017,Oct,2017,StatusRetired,41.8,Success,2010
314,SpaceX,USA,USA,Falcon 9 Block 3 ,11-10-2017,Oct,2017,StatusRetired,62,Success,2010
315,MHI,Japan,JPN,H-IIA 202 ,09-10-2017,Oct,2017,StatusActive,90,Success,2010
316,SpaceX,USA,USA,Falcon 9 Block 4 ,09-10-2017,Oct,2017,StatusRetired,62,Success,2010
317,CASC,China,CHN,Long March 2D ,09-10-2017,Oct,2017,StatusActive,29.75,Success,2010
318,Arianespace,France,FRA,Ariane 5 ECA ,29-09-2017,Sep,2017,StatusActive,200,Success,2010
319,CASC,China,CHN,Long March 2C ,29-09-2017,Sep,2017,StatusActive,30.8,Success,2010
320,VKS RF,Kazakhstan,KAZ,Proton-M/Briz-M ,28-09-2017,Sep,2017,StatusActive,65,Success,2010
321,ULA,USA,USA,Atlas V 541 ,24-09-2017,Sep,2017,StatusActive,145,Success,2010
322,ILS,Kazakhstan,KAZ,Proton-M/Briz-M ,11-09-2017,Sep,2017,StatusActive,65,Success,2010
323,SpaceX,USA,USA,Falcon 9 Block 4 ,07-09-2017,Sep,2017,StatusRetired,62,Success,2010
324,ISRO,India,IND,PSLV-XL ,31-08-2017,Aug,2017,StatusActive,31,Failure,2010
325,Northrop,USA,USA,Minotaur IV ,25-08-2017,Aug,2017,StatusActive,46,Success,2010
326,SpaceX,USA,USA,Falcon 9 Block 3 ,24-08-2017,Aug,2017,StatusRetired,62,Success,2010
327,VKS RF,Russia,RUS,Soyuz 2.1b/Fregat-M ,22-08-2017,Aug,2017,StatusActive,41.8,Success,2010
328,MHI,Japan,JPN,H-IIA 204 ,19-08-2017,Aug,2017,StatusActive,90,Success,2010
329,ULA,USA,USA,Atlas V 401 ,18-08-2017,Aug,2017,StatusActive,109,Success,2010
330,VKS RF,Kazakhstan,KAZ,Proton-M/Briz-M ,16-08-2017,Aug,2017,StatusActive,65,Success,2010
331,SpaceX,USA,USA,Falcon 9 Block 4 ,14-08-2017,Aug,2017,StatusRetired,62,Success,2010
332,Roscosmos,Kazakhstan,KAZ,Soyuz FG ,12-08-2017,Aug,2017,StatusRetired,48.5,Success,2010
333,Arianespace,France,FRA,Vega ,02-08-2017,Aug,2017,StatusActive,37,Success,2010
334,Roscosmos,Kazakhstan,KAZ,Soyuz FG ,28-07-2017,Jul,2017,StatusRetired,48.5,Success,2010
335,ISA,Iran,IRN,Simorgh ,27-07-2017,Jul,2017,StatusActive,62,Failure,2010
336,Roscosmos,Kazakhstan,KAZ,Soyuz 2.1a/Fregat ,14-07-2017,Jul,2017,StatusActive,48.5,Partial Failure,2010
337,SpaceX,USA,USA,Falcon 9 Block 3 ,05-07-2017,Jul,2017,StatusRetired,62,Success,2010
338,CASC,China,CHN,Long March 5 ,02-07-2017,Jul,2017,StatusActive,29.75,Failure,2010
339,Arianespace,France,FRA,Ariane 5 ECA ,28-06-2017,Jun,2017,StatusActive,200,Success,2010
340,SpaceX,USA,USA,Falcon 9 Block 3 ,25-06-2017,Jun,2017,StatusRetired,62,Success,2010
341,SpaceX,USA,USA,Falcon 9 Block 3 ,23-06-2017,Jun,2017,StatusRetired,62,Success,2010
342,VKS RF,Russia,RUS,Soyuz 2.1v/Volga ,23-06-2017,Jun,2017,StatusActive,41.8,Success,2010
343,ISRO,India,IND,PSLV-XL ,23-06-2017,Jun,2017,StatusActive,31,Success,2010
344,CASC,China,CHN,Long March 3B/E ,18-06-2017,Jun,2017,StatusActive,29.15,Partial Failure,2010
345,CASC,China,CHN,Long March 4B ,15-06-2017,Jun,2017,StatusActive,64.68,Success,2010
346,Roscosmos,Kazakhstan,KAZ,Soyuz 2.1a ,14-06-2017,Jun,2017,StatusActive,48.5,Success,2010
347,ILS,Kazakhstan,KAZ,Proton-M/Briz-M ,08-06-2017,Jun,2017,StatusActive,65,Success,2010
348,ISRO,India,IND,GSLV Mk III ,05-06-2017,Jun,2017,StatusActive,62,Success,2010
349,SpaceX,USA,USA,Falcon 9 Block 3 ,03-06-2017,Jun,2017,StatusRetired,62,Success,2010
350,Arianespace,France,FRA,Ariane 5 ECA ,01-06-2017,Jun,2017,StatusActive,200,Success,2010
351,MHI,Japan,JPN,H-IIA 202 ,01-06-2017,Jun,2017,StatusActive,90,Success,2010
352,VKS RF,Russia,RUS,Soyuz 2.1b/Fregat-M ,25-05-2017,May,2017,StatusActive,41.8,Success,2010
353,Rocket Lab,New Zealand,NZL,Electron ,25-05-2017,May,2017,StatusActive,7.5,Failure,2010
354,Arianespace,France,FRA,Soyuz ST-A/Fregat-M ,18-05-2017,May,2017,StatusActive,200,Success,2010
355,SpaceX,USA,USA,Falcon 9 Block 3 ,15-05-2017,May,2017,StatusRetired,62,Success,2010
356,ISRO,India,IND,GSLV Mk II ,05-05-2017,May,2017,StatusActive,47,Success,2010
357,Arianespace,France,FRA,Ariane 5 ECA ,04-05-2017,May,2017,StatusActive,200,Success,2010
358,SpaceX,USA,USA,Falcon 9 Block 3 ,01-05-2017,May,2017,StatusRetired,62,Success,2010
359,CASC,China,CHN,Long March 7/YZ-1A ,20-04-2017,Apr,2017,StatusActive,29.75,Success,2010
360,Roscosmos,Kazakhstan,KAZ,Soyuz FG ,20-04-2017,Apr,2017,StatusRetired,48.5,Success,2010
361,ULA,USA,USA,Atlas V 401 ,18-04-2017,Apr,2017,StatusActive,109,Success,2010
362,CASC,China,CHN,Long March 3B/E ,12-04-2017,Apr,2017,StatusActive,29.15,Success,2010
363,SpaceX,USA,USA,Falcon 9 Block 3 ,30-03-2017,Mar,2017,StatusRetired,62,Success,2010
364,ULA,USA,USA,"Delta IV Medium+ (5,4) ",19-03-2017,Mar,2017,StatusRetired,123,Success,2010
365,MHI,Japan,JPN,H-IIA 202 ,17-03-2017,Mar,2017,StatusActive,90,Success,2010
366,SpaceX,USA,USA,Falcon 9 Block 3 ,16-03-2017,Mar,2017,StatusRetired,62,Success,2010
367,Arianespace,France,FRA,Vega ,07-03-2017,Mar,2017,StatusActive,37,Success,2010
368,CASIC,China,CHN,Kaituozhe 2 ,02-03-2017,Mar,2017,StatusActive,62,Success,2010
369,ULA,USA,USA,Atlas V 401 ,01-03-2017,Mar,2017,StatusActive,109,Success,2010
370,Roscosmos,Kazakhstan,KAZ,Soyuz U ,22-02-2017,Feb,2017,StatusRetired,48.5,Success,2010
371,SpaceX,USA,USA,Falcon 9 Block 3 ,19-02-2017,Feb,2017,StatusRetired,62,Success,2010
372,ISRO,India,IND,PSLV-XL ,15-02-2017,Feb,2017,StatusActive,31,Success,2010
373,Arianespace,France,FRA,Ariane 5 ECA ,14-02-2017,Feb,2017,StatusActive,200,Success,2010
374,Arianespace,France,FRA,Soyuz ST-B/Fregat-MT ,28-01-2017,Jan,2017,StatusActive,200,Success,2010
375,MHI,Japan,JPN,H-IIA 204 ,24-01-2017,Jan,2017,StatusActive,90,Success,2010
376,ULA,USA,USA,Atlas V 401 ,21-01-2017,Jan,2017,StatusActive,109,Success,2010
377,JAXA,Japan,JPN,SS-520 ,14-01-2017,Jan,2017,StatusActive,39,Failure,2010
378,SpaceX,USA,USA,Falcon 9 Block 3 ,14-01-2017,Jan,2017,StatusRetired,62,Success,2010
379,ExPace,China,CHN,Kuaizhou 1A ,09-01-2017,Jan,2017,StatusActive,28.3,Success,2010
380,CASC,China,CHN,Long March 3B/E ,05-01-2017,Jan,2017,StatusActive,29.15,Success,2010
381,CASC,China,CHN,Long March 2D ,28-12-2016,Dec,2016,StatusActive,29.75,Partial Failure,2010
382,Arianespace,France,FRA,Ariane 5 ECA ,21-12-2016,Dec,2016,StatusActive,200,Success,2010
383,CASC,China,CHN,Long March 2D ,21-12-2016,Dec,2016,StatusActive,29.75,Success,2010
384,JAXA,Japan,JPN,Epsilon ,20-12-2016,Dec,2016,StatusActive,39,Success,2010
385,ULA,USA,USA,Atlas V 431 ,18-12-2016,Dec,2016,StatusActive,130,Success,2010
386,Northrop,USA,USA,Pegasus XL ,15-12-2016,Dec,2016,StatusActive,40,Success,2010
387,CASC,China,CHN,Long March 3B/E ,10-12-2016,Dec,2016,StatusActive,29.15,Success,2010
388,MHI,Japan,JPN,H-IIB ,09-12-2016,Dec,2016,StatusRetired,112.5,Success,2010
389,ULA,USA,USA,"Delta IV Medium+ (5,4) ",07-12-2016,Dec,2016,StatusRetired,123,Success,2010
390,ISRO,India,IND,PSLV-XL ,07-12-2016,Dec,2016,StatusActive,31,Success,2010
391,Arianespace,France,FRA,Vega ,05-12-2016,Dec,2016,StatusActive,37,Success,2010
392,Roscosmos,Kazakhstan,KAZ,Soyuz U ,01-12-2016,Dec,2016,StatusRetired,48.5,Failure,2010
393,CASC,China,CHN,Long March 3C/E ,22-11-2016,Nov,2016,StatusActive,29.75,Success,2010
394,ULA,USA,USA,Atlas V 541 ,19-11-2016,Nov,2016,StatusActive,145,Success,2010
395,Roscosmos,Kazakhstan,KAZ,Soyuz FG ,17-11-2016,Nov,2016,StatusRetired,48.5,Success,2010
396,Arianespace,France,FRA,Ariane 5 ES ,17-11-2016,Nov,2016,StatusRetired,200,Success,2010
397,CASC,China,CHN,Long March 2D ,11-11-2016,Nov,2016,StatusActive,29.75,Success,2010
398,ULA,USA,USA,Atlas V 401 ,11-11-2016,Nov,2016,StatusActive,109,Success,2010
399,CASC,China,CHN,Long March 11 ,09-11-2016,Nov,2016,StatusActive,5.3,Success,2010
400,CASC,China,CHN,Long March 5/YZ-2 ,03-11-2016,Nov,2016,StatusActive,29.75,Success,2010
401,MHI,Japan,JPN,H-IIA 202 ,02-11-2016,Nov,2016,StatusActive,90,Success,2010
402,Roscosmos,Kazakhstan,KAZ,Soyuz FG ,19-10-2016,Oct,2016,StatusRetired,48.5,Success,2010
403,Northrop,USA,USA,Antares 230 ,17-10-2016,Oct,2016,StatusRetired,85,Success,2010
404,CASC,China,CHN,Long March 2F/G ,16-10-2016,Oct,2016,StatusActive,29.75,Success,2010
405,Blue Origin,USA,USA,New Shepard ,06-10-2016,Oct,2016,StatusActive,62,Success,2010
406,Arianespace,France,FRA,Ariane 5 ECA ,05-10-2016,Oct,2016,StatusActive,200,Success,2010
407,ISRO,India,IND,PSLV-G ,26-09-2016,Sep,2016,StatusRetired,25,Success,2010
408,Arianespace,France,FRA,Vega ,16-09-2016,Sep,2016,StatusActive,37,Success,2010
409,CASC,China,CHN,Long March 2F/T ,15-09-2016,Sep,2016,StatusActive,29.75,Success,2010
410,IAI,Israel,ISR,Shavit-2 ,13-09-2016,Sep,2016,StatusActive,62,Success,2010
411,ULA,USA,USA,Atlas V 411 ,08-09-2016,Sep,2016,StatusActive,115,Success,2010
412,ISRO,India,IND,GSLV Mk II ,08-09-2016,Sep,2016,StatusActive,47,Success,2010
413,SpaceX,USA,USA,Falcon 9 Block 3 ,01-09-2016,Sep,2016,StatusRetired,62,Prelaunch Failure,2010
414,CASC,China,CHN,Long March 4C ,31-08-2016,Aug,2016,StatusActive,64.68,Failure,2010
415,Arianespace,France,FRA,Ariane 5 ECA ,24-08-2016,Aug,2016,StatusActive,200,Success,2010
416,ULA,USA,USA,"Delta IV Medium+ (4,2) ",19-08-2016,Aug,2016,StatusRetired,164,Success,2010
417,CASC,China,CHN,Long March 2D ,15-08-2016,Aug,2016,StatusActive,29.75,Success,2010
418,SpaceX,USA,USA,Falcon 9 Block 3 ,14-08-2016,Aug,2016,StatusRetired,62,Success,2010
419,CASC,China,CHN,Long March 4C ,09-08-2016,Aug,2016,StatusActive,64.68,Success,2010
420,CASC,China,CHN,Long March 3B/E ,05-08-2016,Aug,2016,StatusActive,29.15,Success,2010
421,ULA,USA,USA,Atlas V 421 ,28-07-2016,Jul,2016,StatusActive,123,Success,2010
422,SpaceX,USA,USA,Falcon 9 Block 3 ,18-07-2016,Jul,2016,StatusRetired,62,Success,2010
423,Roscosmos,Kazakhstan,KAZ,Soyuz U ,16-07-2016,Jul,2016,StatusRetired,48.5,Success,2010
424,Roscosmos,Kazakhstan,KAZ,Soyuz FG ,07-07-2016,Jul,2016,StatusRetired,48.5,Success,2010
425,CASC,China,CHN,Long March 4B ,29-06-2016,Jun,2016,StatusActive,64.68,Success,2010
426,CASC,China,CHN,Long March 7/YZ-1A ,25-06-2016,Jun,2016,StatusActive,29.75,Success,2010
427,ULA,USA,USA,Atlas V 551 ,24-06-2016,Jun,2016,StatusActive,153,Success,2010
428,ISRO,India,IND,PSLV-XL ,22-06-2016,Jun,2016,StatusActive,31,Success,2010
429,Blue Origin,USA,USA,New Shepard ,19-06-2016,Jun,2016,StatusActive,62,Success,2010
430,Arianespace,France,FRA,Ariane 5 ECA ,18-06-2016,Jun,2016,StatusActive,200,Success,2010
431,SpaceX,USA,USA,Falcon 9 Block 3 ,15-06-2016,Jun,2016,StatusRetired,62,Success,2010
432,CASC,China,CHN,Long March 3C/E ,12-06-2016,Jun,2016,StatusActive,29.75,Success,2010
433,ULA,USA,USA,Delta IV Heavy ,11-06-2016,Jun,2016,StatusActive,350,Success,2010
434,ILS,Kazakhstan,KAZ,Proton-M/Briz-M ,09-06-2016,Jun,2016,StatusActive,65,Success,2010
435,VKS RF,Russia,RUS,Rokot/Briz KM ,04-06-2016,Jun,2016,StatusRetired,41.8,Success,2010
436,CASC,China,CHN,Long March 4B ,30-05-2016,May,2016,StatusActive,64.68,Success,2010
437,VKS RF,Russia,RUS,Soyuz 2.1b/Fregat ,29-05-2016,May,2016,StatusActive,48.5,Success,2010
438,SpaceX,USA,USA,Falcon 9 Block 3 ,27-05-2016,May,2016,StatusRetired,62,Success,2010
439,Arianespace,France,FRA,Soyuz ST-B/Fregat-MT ,24-05-2016,May,2016,StatusActive,200,Success,2010
440,CASC,China,CHN,Long March 2D ,15-05-2016,May,2016,StatusActive,29.75,Success,2010
441,SpaceX,USA,USA,Falcon 9 Block 3 ,06-05-2016,May,2016,StatusRetired,62,Success,2010
442,ISRO,India,IND,PSLV-XL ,28-04-2016,Apr,2016,StatusActive,31,Success,2010
443,Roscosmos,Russia,RUS,Soyuz 2.1a/Volga ,28-04-2016,Apr,2016,StatusActive,48.5,Success,2010
444,Arianespace,France,FRA,Soyuz ST-A/Fregat-M ,25-04-2016,Apr,2016,StatusActive,200,Success,2010
445,SpaceX,USA,USA,Falcon 9 Block 3 ,08-04-2016,Apr,2016,StatusRetired,62,Success,2010
446,CASC,China,CHN,Long March 2D ,05-04-2016,Apr,2016,StatusActive,29.75,Success,2010
447,Blue Origin,USA,USA,New Shepard ,02-04-2016,Apr,2016,StatusActive,62,Success,2010
448,Roscosmos,Kazakhstan,KAZ,Soyuz 2.1a ,31-03-2016,Mar,2016,StatusActive,48.5,Success,2010
449,CASC,China,CHN,Long March 3A ,29-03-2016,Mar,2016,StatusActive,69.7,Success,2010
450,VKS RF,Russia,RUS,Soyuz 2.1a ,24-03-2016,Mar,2016,StatusActive,48.5,Success,2010
451,ULA,USA,USA,Atlas V 401 ,23-03-2016,Mar,2016,StatusActive,109,Success,2010
452,Roscosmos,Kazakhstan,KAZ,Soyuz FG ,18-03-2016,Mar,2016,StatusRetired,48.5,Success,2010
453,Roscosmos,Kazakhstan,KAZ,Proton-M/Briz-M ,14-03-2016,Mar,2016,StatusActive,65,Success,2010
454,Roscosmos,Kazakhstan,KAZ,Soyuz 2.1b ,13-03-2016,Mar,2016,StatusActive,35,Success,2010
455,ISRO,India,IND,PSLV-XL ,10-03-2016,Mar,2016,StatusActive,31,Success,2010
456,Arianespace,France,FRA,Ariane 5 ECA ,09-03-2016,Mar,2016,StatusActive,200,Success,2010
457,SpaceX,USA,USA,Falcon 9 Block 3 ,04-03-2016,Mar,2016,StatusRetired,62,Success,2010
458,MHI,Japan,JPN,H-IIA 202 ,17-02-2016,Feb,2016,StatusActive,90,Success,2010
459,Eurockot,Russia,RUS,Rokot/Briz KM ,16-02-2016,Feb,2016,StatusRetired,41.8,Success,2010
460,ULA,USA,USA,"Delta IV Medium+ (5,2) ",10-02-2016,Feb,2016,StatusRetired,123,Success,2010
461,KCST,North Korea,PRK,Unha-3 ,07-02-2016,Feb,2016,StatusActive,62,Success,2010
462,VKS RF,Russia,RUS,Soyuz 2.1b/Fregat ,07-02-2016,Feb,2016,StatusActive,48.5,Success,2010
463,ULA,USA,USA,Atlas V 401 ,05-02-2016,Feb,2016,StatusActive,109,Success,2010
464,CASC,China,CHN,Long March 3C/YZ-1 ,01-02-2016,Feb,2016,StatusActive,29.75,Success,2010
465,ILS,Kazakhstan,KAZ,Proton-M/Briz-M ,29-01-2016,Jan,2016,StatusActive,65,Success,2010
466,Arianespace,France,FRA,Ariane 5 ECA ,27-01-2016,Jan,2016,StatusActive,200,Success,2010
467,Blue Origin,USA,USA,New Shepard ,22-01-2016,Jan,2016,StatusActive,62,Success,2010
468,ISRO,India,IND,PSLV-XL ,20-01-2016,Jan,2016,StatusActive,31,Success,2010
469,SpaceX,USA,USA,Falcon 9 v1.1 ,17-01-2016,Jan,2016,StatusRetired,56.5,Success,2010
470,CASC,China,CHN,Long March 3B/E ,15-01-2016,Jan,2016,StatusActive,29.15,Success,2010
471,SpaceX,USA,USA,Falcon 9 Block 3 ,22-12-2015,Dec,2015,StatusRetired,62,Success,2010
472,Arianespace,France,FRA,Soyuz ST-B/Fregat-MT ,17-12-2015,Dec,2015,StatusActive,200,Success,2010
473,ISRO,India,IND,PSLV-CA ,16-12-2015,Dec,2015,StatusActive,21,Success,2010
474,Roscosmos,Kazakhstan,KAZ,Zenit-3 SLBF ,11-12-2015,Dec,2015,StatusActive,48.5,Success,2010
475,ULA,USA,USA,Atlas V 401 ,06-12-2015,Dec,2015,StatusActive,109,Success,2010
476,VKS RF,Russia,RUS,Soyuz 2.1v/Volga ,05-12-2015,Dec,2015,StatusActive,41.8,Partial Failure,2010
477,Arianespace,France,FRA,Vega ,03-12-2015,Dec,2015,StatusActive,37,Success,2010
478,MHI,Japan,JPN,H-IIA 204 ,24-11-2015,Nov,2015,StatusActive,90,Success,2010
479,Blue Origin,USA,USA,New Shepard ,23-11-2015,Nov,2015,StatusActive,62,Success,2010
480,Arianespace,France,FRA,Ariane 5 ECA ,10-11-2015,Nov,2015,StatusActive,200,Success,2010
481,Sandia,USA,USA,Super Stripy ,04-11-2015,Nov,2015,StatusActive,15,Failure,2010
482,ULA,USA,USA,Atlas V 401 ,31-10-2015,Oct,2015,StatusActive,109,Success,2010
483,ULA,USA,USA,Atlas V 401 ,08-10-2015,Oct,2015,StatusActive,109,Success,2010
484,ULA,USA,USA,Atlas V 421 ,02-10-2015,Oct,2015,StatusActive,123,Success,2010
485,Arianespace,France,FRA,Ariane 5 ECA ,30-09-2015,Sep,2015,StatusActive,200,Success,2010
486,ISRO,India,IND,PSLV-XL ,28-09-2015,Sep,2015,StatusActive,31,Success,2010
487,CASC,China,CHN,Long March 11 ,25-09-2015,Sep,2015,StatusActive,5.3,Success,2010
488,VKS RF,Russia,RUS,Rokot/Briz KM ,23-09-2015,Sep,2015,StatusRetired,41.8,Success,2010
489,CASC,China,CHN,Long March 6 ,19-09-2015,Sep,2015,StatusActive,29.75,Success,2010
490,Arianespace,France,FRA,Soyuz ST-B/Fregat-MT ,11-09-2015,Sep,2015,StatusActive,200,Success,2010
491,ULA,USA,USA,Atlas V 551 ,02-09-2015,Sep,2015,StatusActive,153,Success,2010
492,ISRO,India,IND,GSLV Mk II ,27-08-2015,Aug,2015,StatusActive,47,Success,2010
493,Arianespace,France,FRA,Ariane 5 ECA ,20-08-2015,Aug,2015,StatusActive,200,Success,2010
494,MHI,Japan,JPN,H-IIB ,19-08-2015,Aug,2015,StatusRetired,112.5,Success,2010
495,ULA,USA,USA,"Delta IV Medium+ (5,4) ",24-07-2015,Jul,2015,StatusRetired,123,Success,2010
496,Arianespace,France,FRA,Ariane 5 ECA ,15-07-2015,Jul,2015,StatusActive,200,Success,2010
497,ULA,USA,USA,Atlas V 401 ,15-07-2015,Jul,2015,StatusActive,109,Success,2010
498,ISRO,India,IND,PSLV-XL ,10-07-2015,Jul,2015,StatusActive,31,Success,2010
499,SpaceX,USA,USA,Falcon 9 v1.1 ,28-06-2015,Jun,2015,StatusRetired,56.5,Failure,2010
500,Arianespace,France,FRA,Vega ,23-06-2015,Jun,2015,StatusActive,37,Success,2010
501,Arianespace,France,FRA,Ariane 5 ECA ,27-05-2015,May,2015,StatusActive,200,Success,2010
502,ULA,USA,USA,Atlas V 501 ,20-05-2015,May,2015,StatusActive,120,Success,2010
503,Blue Origin,USA,USA,New Shepard ,29-04-2015,Apr,2015,StatusActive,62,Success,2010
504,SpaceX,USA,USA,Falcon 9 v1.1 ,27-04-2015,Apr,2015,StatusRetired,56.5,Success,2010
505,Arianespace,France,FRA,Ariane 5 ECA ,26-04-2015,Apr,2015,StatusActive,200,Success,2010
506,SpaceX,USA,USA,Falcon 9 v1.1 ,15-04-2015,Apr,2015,StatusRetired,56.5,Success,2010
507,VKS RF,Russia,RUS,Rokot/Briz KM ,31-03-2015,Mar,2015,StatusRetired,41.8,Success,2010
508,ISRO,India,IND,PSLV-XL ,28-03-2015,Mar,2015,StatusActive,31,Success,2010
509,Arianespace,France,FRA,Soyuz ST-B/Fregat-MT ,27-03-2015,Mar,2015,StatusActive,200,Success,2010
